class,descriptor,description,type
MDE,MDEO-22,Molecular distance edge between all secondary oxygens ,2D
MDE,MDEN-11,Molecular distance edge between all primary nitrogens,2D
MDE,MDEN-12,Molecular distance edge between all primary and secondary nitrogens ,2D
MDE,MDEN-13,Molecular distance edge between all primary and tertiary niroqens ,2D
MDE,MDEN-22,Molecular distance edge between all secondary nitroqens ,2D
MDE,MDEN-23,Molecular distance edge between all secondary and tertiary nitrogens ,2D
MDE,MDEN-33,Molecular distance edge between all tertiary nitrogens,2D
MLFER,MLFER_A,Overall or summation solute hydrogen bond acidity,2D
MLFER,MLFER_BH,Overall or summation solute hydrogen bond basicity,2D
MLFER,MLFER_BO,Overall or summation solute hydrogen bond basicity,2D
MLFER,MLFER_S,Combined dipolarity/polarizability,2D
MLFER,MLFER_E,Excessive molar refraction,2D
MLFER,MLFER_L,Solute gas-hexadecane partition coefficient,2D
PathCount,MPC2,Molecular path count of order 2,2D
PathCount,MPC3,Molecular path count of order 3,2D
PathCount,MPC4,Molecular path count of order 4,2D
PathCount,MPC5,Molecular path count of order 5,2D
PathCount,MPC6,Molecular path count of order 6,2D
PathCount,MPC7,Molecular path count of order 7,2D
PathCount,MPC8,Molecular path count of order 8,2D
PathCount,MPC9,Molecular path count of order 9,2D
PathCount,MPC10,Molecular path count of order 10,2D
PathCount,TPC,Total path count (up to order 10),2D
PathCount,piPC1,Conventional bond order ID number of order 1 (ln(1+x),2D
PathCount,piPC2,Conventional bond order ID number of order 2 (ln(1+x),2D
PathCount,piPC3,Conventional bond order ID number of order 3 (ln(1+x),2D
PathCount,piPC4,Conventional bond order ID number of order 4 (ln(1+x),2D
PathCount,piPC5,Conventional bond order ID number of order 5 (ln(1+x),2D
PathCount,piPC6,Conventional bond order ID number of order 6 (ln(1+x),2D
PathCount,piPC7,Conventional bond order ID number of order 7 (ln(1+x),2D
PathCount,piPC8,Conventional bond order ID number of order 8 (ln(1+x),2D
PathCount,piPC9,Conventional bond order ID number of order 9 (ln(1+x),2D
PathCount,piPC10,Conventional bond order ID number of order 10 (ln(1+x),2D
PathCount,TpiPC,Total conventional bond order (up to order 10) (ln(1+x)),2D
PathCount,R_TpiPCTPC,Ratio of total conventional bond order (up to order 10) with total path count (up to order 10),2D
PetitjeanNumber,PetitjeanNumber,Petitjean number,2D
RingCount,nRing,Number of rings,2D
RingCount,n3Ring,Number of 3-membered rings,2D
RingCount,n4Ring,Number of 4-membered rings,2D
RingCount,n5Ring,Number of 5-membered rings,2D
RingCount,n6Ring,Number of 6-membered rings,2D
RingCount,n7Ring,Number of 7-membered rings,2D
RingCount,n8Ring,Number of 8-membered rings,2D
RingCount,n9Ring,Number of 9-membered rings,2D
RingCount,n10Ring,Number of 10-membered rings,2D
RingCount,n11Ring,Number of 11-membered rings,2D
RingCount,n12Ring,Number of 12-membered rings,2D
RingCount,nG12Ring,Number of >12-membered rings,2D
RingCount,nFRing,Number of fused rings,2D
RingCount,nF4Ring,Number of 4-membered fused rings,2D
RingCount,nF5Ring,Number of 5-membered fused rings,2D
RingCount,nF6Ring,Number of 6-membered fused rings,2D
RingCount,nF7Ring,Number of 7-membered fused rings,2D
RingCount,nF8Ring,Number of 8-membered fused rings,2D
RingCount,nF9Ring,Number of 9-membered fused rings,2D
RingCount,nF10Ring,Number of 10-membered fused rings,2D
RingCount,nF11Ring,Number of 11-membered fused rings,2D
RingCount,nF12Ring,Number of 12-membered fused rings,2D
RingCount,nFG12Ring,Number of >12-membered fused rings,2D
RingCount,nTRing,Number of rings (includes counts from fused rings),2D
RingCount,nT4Ring,Number of 4-membered rings (includes counts from fused rings),2D
RingCount,nT5Ring,Number of 5-membered rings (includes counts from fused rings),2D
RingCount,nT6Ring,Number of 6-membered rings (includes counts from fused rings),2D
RingCount,nT7Ring,Number of 7-membered rings (includes counts from fused rings),2D
RingCount,nT8Ring,Number of 8-membered rings (includes counts from fused rings),2D
RingCount,nT9Ring,Number of 9-membered rings (includes counts from fused rings),2D
RingCount,nT10Ring,Number of 10-membered rings (includes counts from fused rings),2D
RingCount,nT11Ring,Number of 11-membered rings (includes counts from fused rings),2D
RingCount,nT12Ring,Number of 12-membered rings (includes counts from fused rings),2D
RingCount,nTG12Ring,Number of >12-membered rings (includes counts from fused rings),2D
RingCount,nHeteroRing,Number of rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n3HeteroRing,Number of 3-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n4HeteroRing,Number of 4-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n5HeteroRing,Number of 5-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n6HeteroRing,Number of 6-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n7HeteroRing,Number of 7-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n8HeteroRing,Number of 8-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n9HeteroRing,Number of 9-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n10HeteroRing,Number of 10-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n11HeteroRing,Number of 11-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,n12HeteroRing,Number of 12-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nG12HeteroRing,Number of >12-membered rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nFHeteroRing,Number of fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF4HeteroRing,Number of 4-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF5HeteroRing,Number of 5-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF6HeteroRing,Number of 6-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF7HeteroRing,Number of 7-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF8HeteroRing,Number of 8-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF9HeteroRing,Number of 9-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF10HeteroRing,Number of 10-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF11HeteroRing,Number of 11-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nF12HeteroRing,Number of 12-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nFG12HeteroRing,Number of >12-membered fused rings containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nTHeteroRing,Number of rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT4HeteroRing,Number of 4-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT5HeteroRing,Number of 5-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT6HeteroRing,Number of 6-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT7HeteroRing,Number of 7-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT8HeteroRing,Number of 8-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT9HeteroRing,Number of 9-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT10HeteroRing,Number of 10-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT11HeteroRing,Number of 11-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nT12HeteroRing,Number of 12-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RingCount,nTG12HeteroRing,Number of >12-membered rings (includes counts from fused rings) containing heteroatoms (N, O, P, S, or halogens),2D
RotatableBondsCount,nRotB,"Number of rotatable bonds, excluding terminal bonds",2D
RotatableBondsCount,RotBFrac,"Fraction of rotatable bonds, excluding terminal bonds",2D
RotatableBondsCount,nRotBt,"Number of rotatable bonds, including terminal bonds",2D
RotatableBondsCount,RotBtFrac,"Fraction of rotatable bonds, including terminal bonds",2D
RuleOfFive,LipinskiFailures,Number failures of the Lipinski's Rule Of 5,2D
Topological,topoRadius,Topological radius (minimum atom eccentricity),2D
Topological,topoDiameter,Topological diameter (maximum atom eccentricity),2D
Topological,topoShape,Petitjean topological shape index ,2D
TopologicalCharge,GGI1,Topological charge index of order 1,2D
TopologicalCharge,GGI2,Topological charge index of order 2,2D
TopologicalCharge,GGI3,Topological charge index of order 3,2D
TopologicalCharge,GGI4,Topological charge index of order 4,2D
TopologicalCharge,GGI5,Topological charge index of order 5,2D
TopologicalCharge,GGI6,Topological charge index of order 6,2D
TopologicalCharge,GGI7,Topological charge index of order 7,2D
TopologicalCharge,GGI8,Topological charge index of order 8,2D
TopologicalCharge,GGI9,Topological charge index of order 9,2D
TopologicalCharge,GGI10,Topological charge index of order 10,2D
TopologicalCharge,JGI1,Mean topological charge index of order 1,2D
TopologicalCharge,JGI2,Mean topological charge index of order 2,2D
TopologicalCharge,JGI3,Mean topological charge index of order 3,2D
TopologicalCharge,JGI4,Mean topological charge index of order 4,2D
TopologicalCharge,JGI5,Mean topological charge index of order 5,2D
TopologicalCharge,JGI6,Mean topological charge index of order 6,2D
TopologicalCharge,JGI7,Mean topological charge index of order 7,2D
TopologicalCharge,JGI8,Mean topological charge index of order 8,2D
TopologicalCharge,JGI9,Mean topological charge index of order 9,2D
TopologicalCharge,JGI10,Mean topological charge index of order 10,2D
TopologicalCharge,JGT,Global topological charge index,2D
TopologicalDistanceMatrix,SpMax_D,Leading eigenvalue from topological distance matrix,2D
TopologicalDistanceMatrix,SpDiam_D,Spectral diameter from topological distance matrix,2D
TopologicalDistanceMatrix,SpAD_D,Spectral absolute deviation from topological distance matrix,2D
TopologicalDistanceMatrix,SpMAD_D,Spectral mean absolute deviation from topological distance matrix,2D
TopologicalDistanceMatrix,EE_D,Estrada-like index from topological distance matrix,2D
TopologicalDistanceMatrix,VE1_D,Coefficient sum of the last eigenvector from topological distance matrix,2D
TopologicalDistanceMatrix,VE2_D,Average coefficient sum of the last eigenvector from topological distance matrix,2D
TopologicalDistanceMatrix,VE3_D,Logarithmic coefficient sum of the last eigenvector from topological distance matrix,2D
TopologicalDistanceMatrix,VR1_D,Randic-like eigenvector-based index from topological distance matrix,2D
TopologicalDistanceMatrix,VR2_D,Normalized Randic-like eigenvector-based index from topological distance matrix,2D
TopologicalDistanceMatrix,VR3_D,Logarithmic Randic-like eigenvector-based index from topological distance matrix,2D
TPSA,TopoPSA,Topological polar surface area,2D
VABC,VABC,"Van der Waals volume calculated using the method proposed in [Zhao, Yuan H. and Abraham, Michael H. and Zissimos, Andreas M., Fast Calculation of van der Waals Volume as a Sum of Atomic and Bond Contributions and Its Application to Drug Compounds, The Journal of Organic Chemistry, 2003, 68:7368-7373]",2D
VAdjMa,vAdjMat,Vertex adjacency information (magnitude),2D
WalkCount,MWC2,Molecular walk count of order 2 (ln(1+x),2D
WalkCount,MWC3,Molecular walk count of order 3 (ln(1+x),2D
WalkCount,MWC4,Molecular walk count of order 4 (ln(1+x),2D
WalkCount,MWC5,Molecular walk count of order 5 (ln(1+x),2D
WalkCount,MWC6,Molecular walk count of order 6 (ln(1+x),2D
WalkCount,MWC7,Molecular walk count of order 7 (ln(1+x),2D
WalkCount,MWC8,Molecular walk count of order 8 (ln(1+x),2D
WalkCount,MWC9,Molecular walk count of order 9 (ln(1+x),2D
WalkCount,MWC10,Molecular walk count of order 10 (ln(1+x),2D
WalkCount,TWC,Total walk count (up to order 10),2D
WalkCount,SRW2,Self-returning walk count of order 2 (ln(1+x),2D
WalkCount,SRW3,Self-returning walk count of order 3 (ln(1+x),2D
WalkCount,SRW4,Self-returning walk count of order 4 (ln(1+x),2D
WalkCount,SRW5,Self-returning walk count of order 5 (ln(1+x),2D
WalkCount,SRW6,Self-returning walk count of order 6 (ln(1+x),2D
WalkCount,SRW7,Self-returning walk count of order 7 (ln(1+x),2D
WalkCount,SRW8,Self-returning walk count of order 8 (ln(1+x),2D
WalkCount,SRW9,Self-returning walk count of order 9 (ln(1+x),2D
WalkCount,SRW10,Self-returning walk count of order 10 (ln(1+x),2D
WalkCount,TSRW,Total self-return walk count (up to order 10) (ln(1+x)),2D
Weight,MW,Molecular weight,2D
Weight,AMW,Average molecular weight (Molecular weight / Total number of atoms),2D
WeightedPath,WTPT-1,Molecular ID,2D
WeightedPath,WTPT-2,Molecular ID / number of atoms,2D
WeightedPath,WTPT-3,Sum of path lengths starting from heteroatoms,2D
WeightedPath,WTPT-4,Sum of path lengths starting from oxygens,2D
WeightedPath,WTPT-5,Sum of path lengths starting from nitrogens,2D
WienerNumbers,WPATH,Weiner path number ,2D
WienerNumbers,WPOL,Weiner polarity number ,2D
XLogP,XLogP,XLogP,2D
ZagrebIndex,Zagreb,Sum of the squares of atom degree over all heavy atoms i,2D
Autocorrelation3D,TDB1u,3D topological distance based autocorrelation - lag 1 / unweighted,3D
Autocorrelation3D,TDB2u,3D topological distance based autocorrelation - lag 2 / unweighted,3D
Autocorrelation3D,TDB3u,3D topological distance based autocorrelation - lag 3 / unweighted,3D
Autocorrelation3D,TDB4u,3D topological distance based autocorrelation - lag 4 / unweighted,3D
Autocorrelation3D,TDB5u,3D topological distance based autocorrelation - lag 5 / unweighted,3D
Autocorrelation3D,TDB6u,3D topological distance based autocorrelation - lag 6 / unweighted,3D
Autocorrelation3D,TDB7u,3D topological distance based autocorrelation - lag 7 / unweighted,3D
Autocorrelation3D,TDB8u,3D topological distance based autocorrelation - lag 8 / unweighted,3D
Autocorrelation3D,TDB9u,3D topological distance based autocorrelation - lag 9 / unweighted,3D
Autocorrelation3D,TDB10u,3D topological distance based autocorrelation - lag 10 / unweighted,3D
Autocorrelation3D,TDB1m,3D topological distance based autocorrelation - lag 1 / weighted by mass,3D
Autocorrelation3D,TDB2m,3D topological distance based autocorrelation - lag 2 / weighted by mass,3D
Autocorrelation3D,TDB3m,3D topological distance based autocorrelation - lag 3 / weighted by mass,3D
Autocorrelation3D,TDB4m,3D topological distance based autocorrelation - lag 4 / weighted by mass,3D
Autocorrelation3D,TDB5m,3D topological distance based autocorrelation - lag 5 / weighted by mass,3D
Autocorrelation3D,TDB6m,3D topological distance based autocorrelation - lag 6 / weighted by mass,3D
Autocorrelation3D,TDB7m,3D topological distance based autocorrelation - lag 7 / weighted by mass,3D
Autocorrelation3D,TDB8m,3D topological distance based autocorrelation - lag 8 / weighted by mass,3D
Autocorrelation3D,TDB9m,3D topological distance based autocorrelation - lag 9 / weighted by mass,3D
Autocorrelation3D,TDB10m,3D topological distance based autocorrelation - lag 10 / weighted by mass,3D
Autocorrelation3D,TDB1v,3D topological distance based autocorrelation - lag 1 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB2v,3D topological distance based autocorrelation - lag 2 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB3v,3D topological distance based autocorrelation - lag 3 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB4v,3D topological distance based autocorrelation - lag 4 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB5v,3D topological distance based autocorrelation - lag 5 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB6v,3D topological distance based autocorrelation - lag 6 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB7v,3D topological distance based autocorrelation - lag 7 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB8v,3D topological distance based autocorrelation - lag 8 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB9v,3D topological distance based autocorrelation - lag 9 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB10v,3D topological distance based autocorrelation - lag 10 / weighted by van der Waals volumes,3D
Autocorrelation3D,TDB1e,3D topological distance based autocorrelation - lag 1 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB2e,3D topological distance based autocorrelation - lag 2 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB3e,3D topological distance based autocorrelation - lag 3 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB4e,3D topological distance based autocorrelation - lag 4 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB5e,3D topological distance based autocorrelation - lag 5 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB6e,3D topological distance based autocorrelation - lag 6 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB7e,3D topological distance based autocorrelation - lag 7 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB8e,3D topological distance based autocorrelation - lag 8 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB9e,3D topological distance based autocorrelation - lag 9 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB10e,3D topological distance based autocorrelation - lag 10 / weighted by Sanderson electronegativities,3D
Autocorrelation3D,TDB1p,3D topological distance based autocorrelation - lag 1 / weighted by polarizabilities,3D
Autocorrelation3D,TDB2p,3D topological distance based autocorrelation - lag 2 / weighted by polarizabilities,3D
Autocorrelation3D,TDB3p,3D topological distance based autocorrelation - lag 3 / weighted by polarizabilities,3D
Autocorrelation3D,TDB4p,3D topological distance based autocorrelation - lag 4 / weighted by polarizabilities,3D
Autocorrelation3D,TDB5p,3D topological distance based autocorrelation - lag 5 / weighted by polarizabilities,3D
Autocorrelation3D,TDB6p,3D topological distance based autocorrelation - lag 6 / weighted by polarizabilities,3D
Autocorrelation3D,TDB7p,3D topological distance based autocorrelation - lag 7 / weighted by polarizabilities,3D
Autocorrelation3D,TDB8p,3D topological distance based autocorrelation - lag 8 / weighted by polarizabilities,3D
Autocorrelation3D,TDB9p,3D topological distance based autocorrelation - lag 9 / weighted by polarizabilities,3D
Autocorrelation3D,TDB10p,3D topological distance based autocorrelation - lag 10 / weighted by polarizabilities,3D
Autocorrelation3D,TDB1i,3D topological distance based autocorrelation - lag 1 / weighted by first ionization potential,3D
Autocorrelation3D,TDB2i,3D topological distance based autocorrelation - lag 2 / weighted by first ionization potential,3D
Autocorrelation3D,TDB3i,3D topological distance based autocorrelation - lag 3 / weighted by first ionization potential,3D
Autocorrelation3D,TDB4i,3D topological distance based autocorrelation - lag 4 / weighted by first ionization potential,3D
Autocorrelation3D,TDB5i,3D topological distance based autocorrelation - lag 5 / weighted by first ionization potential,3D
Autocorrelation3D,TDB6i,3D topological distance based autocorrelation - lag 6 / weighted by first ionization potential,3D
Autocorrelation3D,TDB7i,3D topological distance based autocorrelation - lag 7 / weighted by first ionization potential,3D
Autocorrelation3D,TDB8i,3D topological distance based autocorrelation - lag 8 / weighted by first ionization potential,3D
Autocorrelation3D,TDB9i,3D topological distance based autocorrelation - lag 9 / weighted by first ionization potential,3D
Autocorrelation3D,TDB10i,3D topological distance based autocorrelation - lag 10 / weighted by first ionization potential,3D
Autocorrelation3D,TDB1s,3D topological distance based autocorrelation - lag 1 / weighted by I-state,3D
Autocorrelation3D,TDB2s,3D topological distance based autocorrelation - lag 2 / weighted by I-state,3D
Autocorrelation3D,TDB3s,3D topological distance based autocorrelation - lag 3 / weighted by I-state,3D
Autocorrelation3D,TDB4s,3D topological distance based autocorrelation - lag 4 / weighted by I-state,3D
Autocorrelation3D,TDB5s,3D topological distance based autocorrelation - lag 5 / weighted by I-state,3D
Autocorrelation3D,TDB6s,3D topological distance based autocorrelation - lag 6 / weighted by I-state,3D
Autocorrelation3D,TDB7s,3D topological distance based autocorrelation - lag 7 / weighted by I-state,3D
Autocorrelation3D,TDB8s,3D topological distance based autocorrelation - lag 8 / weighted by I-state,3D
Autocorrelation3D,TDB9s,3D topological distance based autocorrelation - lag 9 / weighted by I-state,3D
Autocorrelation3D,TDB10s,3D topological distance based autocorrelation - lag 10 / weighted by I-state,3D
Autocorrelation3D,TDB1r,3D topological distance based autocorrelation - lag 1 / weighted by covalent radius,3D
Autocorrelation3D,TDB2r,3D topological distance based autocorrelation - lag 2 / weighted by covalent radius,3D
Autocorrelation3D,TDB3r,3D topological distance based autocorrelation - lag 3 / weighted by covalent radius,3D
Autocorrelation3D,TDB4r,3D topological distance based autocorrelation - lag 4 / weighted by covalent radius,3D
Autocorrelation3D,TDB5r,3D topological distance based autocorrelation - lag 5 / weighted by covalent radius,3D
Autocorrelation3D,TDB6r,3D topological distance based autocorrelation - lag 6 / weighted by covalent radius,3D
Autocorrelation3D,TDB7r,3D topological distance based autocorrelation - lag 7 / weighted by covalent radius,3D
Autocorrelation3D,TDB8r,3D topological distance based autocorrelation - lag 8 / weighted by covalent radius,3D
Autocorrelation3D,TDB9r,3D topological distance based autocorrelation - lag 9 / weighted by covalent radius,3D
Autocorrelation3D,TDB10r,3D topological distance based autocorrelation - lag 10 / weighted by covalent radius,3D
CPSA,PPSA-1,Partial positive surface area -- sum of surface area on positive parts of molecule,3D
CPSA,PPSA-2,Partial positive surface area * total positive charge on the molecule ,3D
CPSA,PPSA-3,Charge weighted partial positive surface area,3D
CPSA,PNSA-1,Partial negative surface area -- sum of surface area on negative parts of molecule,3D
CPSA,PNSA-2,Partial negative surface area * total negative charge on the molecule,3D
CPSA,PNSA-3,Charge weighted partial negative surface area,3D
CPSA,DPSA-1,Difference of PPSA-1 and PNSA-1,3D
CPSA,DPSA-2,Difference of FPSA-2 and PNSA-2,3D
CPSA,DPSA-3,Difference of PPSA-3 and PNSA-3,3D
CPSA,FPSA-1,PPSA-1 / total molecular surface area,3D
CPSA,FPSA-2,PPSA-2 / total molecular surface area,3D
CPSA,FPSA-3,PPSA-3 / total molecular surface area,3D
CPSA,FNSA-1,PNSA-1 / total molecular surface area,3D
CPSA,FNSA-2,PNSA-2 / total molecular surface area,3D
CPSA,FNSA-3,PNSA-3 / total molecular surface area,3D
CPSA,WPSA-1,PPSA-1 * total molecular surface area / 1000,3D
CPSA,WPSA-2,PPSA-2 * total molecular surface area /1000,3D
CPSA,WPSA-3,PPSA-3 * total molecular surface area / 1000,3D
CPSA,WNSA-1,PNSA-1 * total molecular surface area /1000,3D
CPSA,WNSA-2,PNSA-2 * total molecular surface area / 1000,3D
CPSA,WNSA-3,PNSA-3 * total molecular surface area / 1000,3D
CPSA,RPCG,Relative positive charge -- most positive charge / total positive charge,3D
CPSA,RNCG,Relative negative charge -- most negative charge / total negative charge,3D
CPSA,RPCS,Relative positive charge surface area -- most positive surface area * RPCG,3D
CPSA,RNCS,Relative negative charge surface area -- most negative surface area * RNCG,3D
CPSA,THSA,Sum of solvent accessible surface areas of atoms with absolute value of partial charges less than 0.2 ,3D
CPSA,TPSA,Sum of solvent accessible surface areas of atoms with absolute value of partial charges greater than or equal 0.2 ,3D
CPSA,RHSA,THSA / total molecular surface area ,3D
CPSA,RPSA,TPSA / total molecular surface area ,3D
GravitationalIndex,GRAV-1,Gravitational index of heavy atoms ,3D
GravitationalIndex,GRAV-2,Square root of gravitational index of heavy atoms ,3D
GravitationalIndex,GRAV-3,Cube root of gravitational index of heavy atoms ,3D
GravitationalIndex,GRAVH-1,Gravitational index - hydrogens included ,3D
GravitationalIndex,GRAVH-2,Square root of hydrogen-included gravitational index ,3D
GravitationalIndex,GRAVH-3,Cube root of hydrogen-included gravitational index ,3D
GravitationalIndex,GRAV-4,Gravitational index of all pairs of atoms (not just bonded pairs) ,3D
GravitationalIndex,GRAV-5,Square root of gravitational index of all pairs of atoms (not just bonded pairs) ,3D
GravitationalIndex,GRAV-6,Cube root of gravitational index of all pairs of atoms (not just bonded pairs) ,3D
LengthOverBreadth,LOBMAX,The maximum L/B ratio ,3D
LengthOverBreadth,LOBMIN,The L/B ratio for the rotation that results in the minimum area,3D
MomentOfInertia,MOMI-X,Moment of inertia along X axis ,3D
MomentOfInertia,MOMI-Y,Moment of inertia along Y axis ,3D
MomentOfInertia,MOMI-Z,Moment of inertia along Z axis ,3D
MomentOfInertia,MOMI-XY,X/Y ,3D
MomentOfInertia,MOMI-XZ,X/Z ,3D
MomentOfInertia,MOMI-YZ,Y/Z ,3D
MomentOfInertia,MOMI-R,Radius of gyration ,3D
PetitjeanShapeIndex,geomRadius,Geometrical radius (minimum geometric eccentricity),3D
PetitjeanShapeIndex,geomDiameter,Geometrical diameter (maximum geometric eccentricity),3D
PetitjeanShapeIndex,geomShape,Petitjean geometric shape index ,3D
RDF,RDF10u,Radial distribution function - 010 / unweighted,3D
RDF,RDF15u,Radial distribution function - 015 / unweighted,3D
RDF,RDF20u,Radial distribution function - 020 / unweighted,3D
RDF,RDF25u,Radial distribution function - 025 / unweighted,3D
RDF,RDF30u,Radial distribution function - 030 / unweighted,3D
RDF,RDF35u,Radial distribution function - 035 / unweighted,3D
RDF,RDF40u,Radial distribution function - 040 / unweighted,3D
RDF,RDF45u,Radial distribution function - 045 / unweighted,3D
RDF,RDF50u,Radial distribution function - 050 / unweighted,3D
RDF,RDF55u,Radial distribution function - 055 / unweighted,3D
RDF,RDF60u,Radial distribution function - 060 / unweighted,3D
RDF,RDF65u,Radial distribution function - 065 / unweighted,3D
RDF,RDF70u,Radial distribution function - 070 / unweighted,3D
RDF,RDF75u,Radial distribution function - 075 / unweighted,3D
RDF,RDF80u,Radial distribution function - 080 / unweighted,3D
RDF,RDF85u,Radial distribution function - 085 / unweighted,3D
RDF,RDF90u,Radial distribution function - 090 / unweighted,3D
RDF,RDF95u,Radial distribution function - 095 / unweighted,3D
RDF,RDF100u,Radial distribution function - 100 / unweighted,3D
RDF,RDF105u,Radial distribution function - 105 / unweighted,3D
RDF,RDF110u,Radial distribution function - 110 / unweighted,3D
RDF,RDF115u,Radial distribution function - 115 / unweighted,3D
RDF,RDF120u,Radial distribution function - 120 / unweighted,3D
RDF,RDF125u,Radial distribution function - 125 / unweighted,3D
RDF,RDF130u,Radial distribution function - 130 / unweighted,3D
RDF,RDF135u,Radial distribution function - 135 / unweighted,3D
RDF,RDF140u,Radial distribution function - 140 / unweighted,3D
RDF,RDF145u,Radial distribution function - 145 / unweighted,3D
RDF,RDF150u,Radial distribution function - 150 / unweighted,3D
RDF,RDF155u,Radial distribution function - 155 / unweighted,3D
RDF,RDF10m,Radial distribution function - 010 / weighted by relative mass,3D
RDF,RDF15m,Radial distribution function - 015 / weighted by relative mass,3D
RDF,RDF20m,Radial distribution function - 020 / weighted by relative mass,3D
RDF,RDF25m,Radial distribution function - 025 / weighted by relative mass,3D
RDF,RDF30m,Radial distribution function - 030 / weighted by relative mass,3D
RDF,RDF35m,Radial distribution function - 035 / weighted by relative mass,3D
RDF,RDF40m,Radial distribution function - 040 / weighted by relative mass,3D
RDF,RDF45m,Radial distribution function - 045 / weighted by relative mass,3D
RDF,RDF50m,Radial distribution function - 050 / weighted by relative mass,3D
RDF,RDF55m,Radial distribution function - 055 / weighted by relative mass,3D
RDF,RDF60m,Radial distribution function - 060 / weighted by relative mass,3D
RDF,RDF65m,Radial distribution function - 065 / weighted by relative mass,3D
RDF,RDF70m,Radial distribution function - 070 / weighted by relative mass,3D
RDF,RDF75m,Radial distribution function - 075 / weighted by relative mass,3D
RDF,RDF80m,Radial distribution function - 080 / weighted by relative mass,3D
RDF,RDF85m,Radial distribution function - 085 / weighted by relative mass,3D
RDF,RDF90m,Radial distribution function - 090 / weighted by relative mass,3D
RDF,RDF95m,Radial distribution function - 095 / weighted by relative mass,3D
RDF,RDF100m,Radial distribution function - 100 / weighted by relative mass,3D
RDF,RDF105m,Radial distribution function - 105 / weighted by relative mass,3D
RDF,RDF110m,Radial distribution function - 110 / weighted by relative mass,3D
RDF,RDF115m,Radial distribution function - 115 / weighted by relative mass,3D
RDF,RDF120m,Radial distribution function - 120 / weighted by relative mass,3D
RDF,RDF125m,Radial distribution function - 125 / weighted by relative mass,3D
